CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,RATING,311_Zip,311_Severity_1,311_Severity_2,311_Severity_3,Crime_Zip,Crime_Severity_1,Crime_Severity_2,Crime_Severity_3
50009807,VILLA ERASAMO,QUEENS,6961,JUNIPER BLVD S,11379,7188948191,Italian,2.51,11379,14564,16665,13403,11379,1575,3079,776
41428857,CHOPSTIX,BROOKLYN,3790,NOSTRAND AVENUE,11235,7188910391,Chinese/Japanese,2.72,11235,29988,43011,35274,11235,4186,6661,1456
40515597,ANYWAY CAFE,MANHATTAN,34,EAST    2 STREET,10003,2125333412,Russian,2.46,10003,20414,48620,22048,10003,7802,14750,1804
41021933,LE GOURMET,MANHATTAN,1267,1 AVENUE,10065,2127728811,American,2.62,10065,7665,16853,8527,NULL,NULL,NULL,NULL
50003915,BOCAITO CAFE & WINE BAR,QUEENS,8115,NORTHERN BLVD,11372,3476171606,Spanish,1.93,11372,14607,32750,19791,11372,8109,13990,2634
50011112,NEW GOLDEN CHOPSTICKS,MANHATTAN,77,PEARL ST,10004,2128250314,Chinese,3.91,10004,3212,5162,2554,10004,524,1284,313
41382830,THE PERFECT PINT,MANHATTAN,203,EAST   45 STREET,10017,2128678159,Irish,1.97,10017,10058,14601,8600,10017,809,1054,308
41462900,ATLANTIC MITOUSHI SUSHI,BROOKLYN,177,ATLANTIC AVENUE,11201,7189351600,Japanese,2.12,11201,21622,39434,20108,11201,3064,6039,1652
41134612,SANTA  MARIA BAR,QUEENS,6419,39 AVENUE,11377,6463532085,Other,2.83,11377,30074,37456,25814,11377,2962,4506,1293
41538121,SLICE & CO. BRICK OVEN PIZZA,MANHATTAN,527,6 AVENUE,10011,2122556333,Pizza,3.71,10011,17530,39714,18836,10011,2222,3395,598
50016759,EL GRAND CHEF RESTAURANT & PIZZERIA,BRONX,237,E TREMONT AVE,10457,7182900996,Spanish,3.53,10457,24191,56192,55149,10457,6765,15495,3262
41343142,V.I. PIZZA,QUEENS,4302,BELL BOULEVARD,11361,7182299311,Pizza,2.22,11361,11811,12513,9354,11361,1733,2268,549
41485154,OUTBACK STEAKHOUSE,STATEN ISLAND,280,MARSH AVENUE,10314,7187613907,Steak,3.17,10314,37873,34632,22102,10314,1246,4303,793
41400202,SUBWAY,QUEENS,6690,FRESH POND ROAD,11385,7183664433,Sandwiches,4.76,11385,43702,55573,40878,11385,5201,9039,2357
50035681,ROAST,MANHATTAN,1569,LEXINGTON AVE,10029,9173229287,Jewish/Kosher,3.68,10029,14562,46324,28247,10029,7996,19851,4142
41543848,NO 1 CHINESE RESTAURANT,MANHATTAN,3853,BROADWAY,10032,2129280245,Chinese,3.90,10032,17255,59184,46031,10032,5161,9978,2241
41611708,SILKS,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182153540,"Bottled beverages, including water, sodas, juices, etc.",3.86,11420,21843,31143,14226,11420,4012,5364,1420
50014761,SUBWAY,STATEN ISLAND,86,GUYON AVE,10306,2014248581,American,4.70,10306,26519,27945,18377,10306,2302,5891,2107
40980062,TOKYO SUSHI JAPANESE RESTAURANT,STATEN ISLAND,1710,VICTORY BOULEVARD,10314,7187271771,Japanese,4.74,10314,37873,34632,22102,10314,1246,4303,793
50001159,MAISON KAYSER,MANHATTAN,921,BROADWAY,10010,2129791600,French,4.45,10010,9531,20332,9869,10010,5016,7365,1525
41462262,RUCHI INDIAN CUISINE,MANHATTAN,120,CEDAR STREET,10006,2122278454,Indian,3.53,10006,1607,3628,1163,10006,171,353,88
50017985,BREAD AND SPREAD,BROOKLYN,147,FRONT ST,11201,7186252220,American,2.35,11201,21622,39434,20108,11201,3064,6039,1652
41306113,HONG KONG KITCHEN,QUEENS,2510,BROADWAY,11106,7187268482,Chinese,3.61,11106,13342,23979,12534,11106,3724,6901,1868
41002789,SUNSET RIDGE DELI,BROOKLYN,5802,5 AVENUE,11220,7184394494,Delicatessen,4.76,11220,29784,44348,33765,11220,6471,12166,2691
41017547,JEREMY'S ALE HOUSE,MANHATTAN,228,FRONT STREET,10038,2129643537,American,2.74,10038,6238,15381,6209,10038,841,1793,488
50014519,PAPA JOHN'S,BRONX,362,E 204TH ST,10467,7185477272,Pizza,3.97,10467,34702,72819,75119,10467,9220,19121,4239
41557895,GRIMALDI'S,MANHATTAN,656,6 AVENUE,10010,6464845665,Pizza,4.75,10010,9531,20332,9869,10010,5016,7365,1525
50015658,RA AT BARCLAYS,MANHATTAN,1301,AVENUE OF THE AMERICAS,10019,2123206939,American,4.30,10019,20865,40648,22968,10019,1559,2764,958
41489737,PATSY'S PIZZERIA,MANHATTAN,1279,1 AVENUE,10065,2126931000,Italian,3.93,10065,7665,16853,8527,NULL,NULL,NULL,NULL
41191438,CHERYL'S GLOBAL SOUL,BROOKLYN,236,UNDERHILL AVENUE,11238,3475392855,American,4.55,11238,21662,52907,35214,11238,3788,5580,1410
41131819,REVEL ITM GARDEN,MANHATTAN,10,LITTLE WEST   12 STREET,10014,2126455369,Italian,2.29,10014,12082,29918,14635,10014,5974,7420,1321
40895206,BLIMPIE,MANHATTAN,1928,3 AVENUE,10029,2129879756,Sandwiches,3.56,10029,14562,46324,28247,10029,7996,19851,4142
40838460,STARBUCKS COFFEE,MANHATTAN,400,EAST   90 STREET,10128,2129870891,CafÃƒÂ©/Coffee/Tea,3.36,10128,8773,26742,14110,10128,2851,4775,959
41614516,YOLA'S CAFE,BROOKLYN,524,METROPOLITAN AVENUE,11211,7184860757,Mexican,3.19,11211,22333,55262,23791,11211,4413,7125,1361
50015997,CARIBBEAN STYLE BAKERY AND RESTAURANT,QUEENS,10903,LIBERTY AVE,11419,7187380181,Caribbean,4.61,11419,21573,36338,17441,11419,4037,5467,1836
41286241,ATLAS CAFE,BROOKLYN,116,HAVEMEYER STREET,11211,7187827470,CafÃƒÂ©/Coffee/Tea,2.38,11211,22333,55262,23791,11211,4413,7125,1361
41211257,LA ISLA RESTAURANT,BRONX,276,EAST 149 STREET,10451,7186653600,Spanish,3.25,10451,12888,29334,29751,10451,6257,16439,3198
50019029,AMMOS ESTIATORIO,MANHATTAN,52,VANDERBILT AVE,10017,2129229999,Greek,2.72,10017,10058,14601,8600,10017,809,1054,308
41569737,SAGAR CHINESE,QUEENS,25205,UNION TURNPIKE,11426,7183434444,Chinese,2.48,11426,6713,7011,6269,11426,983,1163,405
41627325,NEW H.K. TEA AND SUSHI,BROOKLYN,2033,86 STREET,11214,7182657800,Chinese/Japanese,4.57,11214,28725,34128,30921,11214,3696,6671,1724
50000380,BAWARCHI INDIAN CUISINE,MANHATTAN,1546,MADISON AVE,10029,2122897700,Indian,3.13,10029,14562,46324,28247,10029,7996,19851,4142
50046665,CHEF 28 LOUNGE,MANHATTAN,28,HENRY ST,10002,2122191788,Chinese,3.97,10002,17772,55098,23339,10002,5662,12238,2615
50005493,NEW FRESCO TORTILLAS 2,QUEENS,22125,LINDEN BLVD,11411,7185282888,Tex-Mex,2.26,11411,8272,9455,4791,11411,2287,2503,775
41299050,MASTER EXPRESS DELI & RESTAURANT,QUEENS,12696,WILLETS POINT BOULEVARD,11368,3476533915,Delicatessen,3.17,11368,35645,39163,23852,11368,4432,7906,1350
50010338,OAXAQUITA BELLA RESTAURANT AND BAKERY,QUEENS,9006,JAMAICA AVE,11421,7188058000,Mexican,1.99,11421,16132,23720,13306,11421,3250,5397,1288
50037525,BRADO THIN CRUST PIZZA,BROOKLYN,155,ATLANTIC AVE,11201,7182353001,Pizza,1.97,11201,21622,39434,20108,11201,3064,6039,1652
41639463,CAFE 47,MANHATTAN,47,WEST   66 STREET,10023,2124564274,American,3.14,10023,17463,33222,15549,10023,2885,5889,1318
50001700,DARYL ROTH THEATRE,MANHATTAN,101,EAST 15TH STREET,10003,2123751110,American,2.39,10003,20414,48620,22048,10003,7802,14750,1804
41363896,MARIO'S PIZZA,BRONX,79,EAST GUN HILL ROAD,10467,7182313086,Pizza,4.65,10467,34702,72819,75119,10467,9220,19121,4239
50010822,HUNAN HOUSE,MANHATTAN,40,W 56TH ST,10019,2122132299,Chinese,2.49,10019,20865,40648,22968,10019,1559,2764,958
41428748,FRESH TO YOU,QUEENS,7509,WOODHAVEN BOULEVARD,11385,5168511731,American,3.52,11385,43702,55573,40878,11385,5201,9039,2357
50065159,DELFINI,BRONX,500,TIFFANY ST,10474,7189911337,American,2.44,10474,8503,11333,8983,10474,5129,4747,564
50005809,TAIWAN PORK CHOP HOUSE,MANHATTAN,3,DOYERS ST,10013,2127917007,Chinese,2.84,10013,13921,33916,11622,10013,1372,2870,417
41083735,PLAZA TULCINGO RESTAURANT,BRONX,10,EAST CLARKE PLACE,10452,7186815020,Mexican,2.75,10452,26197,57473,58064,10452,7822,17769,3388
40654318,BATEAUX NEW YORK,MANHATTAN,62,WEST 23 STREET - CHELSEA PIER,10011,2127277735,American,4.24,10011,17530,39714,18836,10011,2222,3395,598
41249394,THE GREY DOG'S COFFEE,MANHATTAN,90,UNIVERSITY PLACE,10003,2124144739,American,2.77,10003,20414,48620,22048,10003,7802,14750,1804
41416164,PASTORA BAKERY,BRONX,726,EAST  152 STREET,10455,7184024816,Bakery,2.38,10455,12100,25483,20767,10455,9350,20862,4174
40382455,CAFFE VIVALDI,MANHATTAN,32,JONES STREET,10014,2126917538,CafÃƒÂ©/Coffee/Tea,2.70,10014,12082,29918,14635,10014,5974,7420,1321
50065733,DEL FRISCO'S GRILLE,MANHATTAN,200,VESEY ST,10281,2127860760,American,3.00,10281,211,380,207,10281,123,211,66
41385990,MITOUSHI JAPANESE SUSHI,BROOKLYN,1221,QUENTIN ROAD,11229,7189989882,Japanese,3.12,11229,25995,35241,30898,11229,4686,6859,1679
40871763,CAFE ZAIYA,MANHATTAN,18,EAST   41 STREET,10017,2127790600,Japanese,3.41,10017,10058,14601,8600,10017,809,1054,308
50057719,GO NOODLE,MANHATTAN,1069,1ST AVE,10022,2128886366,Chinese,3.07,10022,13763,22439,12814,10022,774,1109,200
50038936,PUTTIN ON A BAGEL COFFEE SHOP,STATEN ISLAND,714,CASTLETON AVE,10310,7184428715,American,4.13,10310,11275,16904,7205,10310,1981,5250,1759
41699506,BIENESTAR Y SALUD/ HERBALIFE,QUEENS,4006,CASE STREET,11373,3474181795,CafÃƒÂ©/Coffee/Tea,3.72,11373,26169,34093,27426,11373,4806,9949,1284
50017552,LITTLE SKIPS,BROOKLYN,941,WILLOUGHBY AVE,11221,7184840980,CafÃƒÂ©/Coffee/Tea,3.44,11221,32018,66417,44935,11221,10123,14290,4220
41453428,SPOT,MANHATTAN,13,ST MARKS PLACE,10003,2126775670,Bakery,4.10,10003,20414,48620,22048,10003,7802,14750,1804
40383284,VERDI RESTAURANT,QUEENS,14958,CROSS ISLAND PARKWAY,11357,7187466000,Italian,2.47,11357,15317,17223,12426,11357,1106,1470,578
50037128,VEGGIES,BROOKLYN,785,FRANKLIN AVE,11238,3476273247,"Juice, Smoothies, Fruit Salads",2.14,11238,21662,52907,35214,11238,3788,5580,1410
40364691,THE GEORGIAN SUITE KITCHEN,MANHATTAN,NULL,EAST 77 ST,10021,2127341468,Continental,3.83,10021,9525,19852,11749,10021,3191,3394,704
40824688,LA VIENESA SPANISH BAKERY,QUEENS,3944,QUEENS BOULEVARD,11104,7187862924,Bakery,2.65,11104,7533,15424,10984,11104,2503,4489,1310
50002400,BAGEL BOSS,MANHATTAN,544,3RD AVE,10016,6463681880,Jewish/Kosher,3.12,10016,17206,37805,17952,10016,1627,1927,380
41073072,LIBATION,MANHATTAN,137,LUDLOW STREET,10002,2125292153,American,2.80,10002,17772,55098,23339,10002,5662,12238,2615
40806791,GINGER'S BAR,BROOKLYN,363,5 AVENUE,11215,7187880924,Irish,2.39,11215,27151,41462,26252,11215,3480,5937,1505
41635173,NETA,MANHATTAN,61,WEST    8 STREET,10011,2125052610,Japanese,3.82,10011,17530,39714,18836,10011,2222,3395,598
50013414,KING NOODLE,QUEENS,2002,UTOPIA PKWY,11357,7184234888,Chinese,2.56,11357,15317,17223,12426,11357,1106,1470,578
50002675,CENTRAL DINER,QUEENS,NULL,JFK INTERNATIONAL AIRPORT,11430,7187514756,American,2.36,11430,968,1051,2268,11430,1,10,NULL
41391832,HARD ROCK CAFE,BRONX,0,161 STREET & RIVER AVENUE,10451,6469778888,American,4.75,10451,12888,29334,29751,10451,6257,16439,3198
40588296,BOCCA,MANHATTAN,135,WEST   50 STREET,10020,2125823000,American,4.73,10020,610,916,319,10020,3442,5865,828
41330373,EL CARBONCITO RESTAURANT,BRONX,1524,WATSON AVENUE,10472,7188938211,Mexican,2.41,10472,24873,47835,40599,10472,7420,17665,3758
50047568,THE FAT MONK,MANHATTAN,949,COLUMBUS AVE,10025,3475155770,Other,2.07,10025,18510,50196,33912,10025,4880,9815,2438
41004014,WOODHAVEN HOUSE,QUEENS,6398,WOODHAVEN BOULEVARD,11374,7188945400,Irish,2.02,11374,15228,18432,14860,11374,2870,6708,1252
50015097,STEPHEN SONDHEIM THEATRE,MANHATTAN,124,W 43RD ST,10036,2125825472,American,2.33,10036,18034,32494,18650,10036,3549,5802,1176
50066247,SAKURA,QUEENS,15838,CROSSBAY BLVD,11414,9178681281,Japanese,2.80,11414,12137,16398,10618,11414,1338,1552,467
50041322,CRAVE FISH BAR,MANHATTAN,428,AMSTERDAM AVE,10024,6464942750,American,3.50,10024,12893,30900,18401,10024,3894,6985,1801
41011282,VIRGIN ATLANTIC CLUB HOUSE,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,7187514360,American,3.43,11430,968,1051,2268,11430,1,10,NULL
40423510,ALIOTTA BAKE SHOP,BROOKLYN,4522,AVENUE N,11234,7182524888,Bakery,1.84,11234,33560,48703,30430,11234,2084,4179,677
41642313,LA ROSA BAKERY,BRONX,NULL,EAST  170 STREET,10452,7182934153,Bakery,3.17,10452,26197,57473,58064,10452,7822,17769,3388
41102723,CAMAJE,MANHATTAN,85,MACDOUGAL STREET,10012,2126738184,French,1.89,10012,10105,29161,12322,10012,8117,15340,1736
50048625,Sweets Bakery,QUEENS,14406,NORTHERN BLVD,11354,7188868618,Bakery,2.56,11354,17939,23482,16110,11354,3803,6666,1522
41406985,CINEMART CINEMAS,QUEENS,10605,METROPOLITAN AVENUE,11375,7182612043,American,2.38,11375,23374,30096,21514,11375,2417,4289,897
50006360,ABSOLUTE THAI RESTAURANT,MANHATTAN,1590,LEXINGTON AVE,10029,9178643259,Thai,3.63,10029,14562,46324,28247,10029,7996,19851,4142
40949521,CAFE CENTRO,MANHATTAN,200,PARK AVENUE,10017,2128181222,French,1.83,10017,10058,14601,8600,10017,809,1054,308
41459659,T. K. KITCHEN,MANHATTAN,26,SAINT MARKS PLACE,10003,2129829782,Asian,2.21,10003,20414,48620,22048,10003,7802,14750,1804
41347049,MACONDO,MANHATTAN,157,EAST HOUSTON STREET,10002,2124739900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.13,10002,17772,55098,23339,10002,5662,12238,2615
41188631,HUNAN DELIGHT,BROOKLYN,752,UNION STREET,11215,7187891400,Chinese,2.52,11215,27151,41462,26252,11215,3480,5937,1505
50037535,OFF THE GRID PUB & GRUB,MANHATTAN,547,W 142ND ST,10031,6464787284,Spanish,3.81,10031,20135,65284,50735,10031,4215,10713,2310
41660728,DUNKIN' DONUTS,BROOKLYN,625,ATLANTIC AVENUE,11217,7187892892,Donuts,3.94,11217,17232,34123,16821,11217,2989,5079,1081
50006817,SPIEGEL,MANHATTAN,26,1ST AVE,10009,2122282894,Mediterranean,3.86,10009,12995,45250,21451,10009,5085,9939,2168
41059145,DAN'S BAKERY & ROTI HOUSE,QUEENS,12616,ROCKAWAY BOULEVARD,11420,7188355336,Caribbean,3.63,11420,21843,31143,14226,11420,4012,5364,1420
50015385,PIZZA D'AMORE,BROOKLYN,3003,AVENUE U,11229,9293339553,Pizza/Italian,2.21,11229,25995,35241,30898,11229,4686,6859,1679
50046748,ETHOS AUTHENTIC GREEK CUISIN,MANHATTAN,447,3RD AVE,10016,2122133223,Greek,4.19,10016,17206,37805,17952,10016,1627,1927,380
41208011,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,21522,73 AVENUE,11364,7182171599,Donuts,2.82,11364,11842,10113,10036,11364,1103,1183,378
41426887,MANNY'S ON SECOND,MANHATTAN,1770,2 AVENUE,10128,2124103300,American,2.73,10128,8773,26742,14110,10128,2851,4775,959
41393637,DELICIAS MEXICANAS,MANHATTAN,2109,3 AVENUE,10029,2128283659,Mexican,3.24,10029,14562,46324,28247,10029,7996,19851,4142
50061416,LA ESQUINA,MANHATTAN,1402,2ND AVE,10021,6468613356,Mexican,4.41,10021,9525,19852,11749,10021,3191,3394,704
40854486,AL FORNO,MANHATTAN,1484,2 AVENUE,10075,2122495103,Italian,4.17,10075,4506,11796,6440,NULL,NULL,NULL,NULL
50041664,CHAI WALI,MANHATTAN,274,LENOX AVE,10027,6466885414,Indian,3.83,10027,15670,46879,33064,10027,2332,6122,1451
41271537,EL LIDER RESTAURANT,BRONX,4535,PARK AVENUE,10457,7182202923,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.48,10457,24191,56192,55149,10457,6765,15495,3262
41705628,PIZZA MIA,STATEN ISLAND,529,TOMPKINS AVENUE,10305,7187201212,Pizza,2.47,10305,18095,20714,12170,10305,1678,3972,1485
41611084,MCDONALD'S,MANHATTAN,3809,BROADWAY,10032,2125687903,American,2.42,10032,17255,59184,46031,10032,5161,9978,2241
41678866,GOLDEN CITY,MANHATTAN,2545,AMSTERDAM AVENUE,10033,2127811979,Chinese,2.52,10033,14739,45954,37082,10033,2207,3699,861
50002761,TONNIES MINIS CUPCAKES,MANHATTAN,4734,BROADWAY,10040,2128315292,Bakery,4.15,10040,12598,48305,43129,10040,3410,5884,1314
41379821,MCDONALD'S,BRONX,1820,EASTCHESTER ROAD,10461,7182398660,Hamburgers,1.82,10461,22554,30805,24962,10461,2800,6136,1601
40528073,GRAND PLAZA,STATEN ISLAND,23,NELSON AVENUE,10308,7189674034,American,2.94,10308,12636,11344,8406,10308,1507,3544,1393
41289382,JADE ASIAN RESTAURANT,QUEENS,13628,39 AVENUE,11354,7187628821,Chinese,3.99,11354,17939,23482,16110,11354,3803,6666,1522
50015465,SIMIT SARAYI,MANHATTAN,435,5TH AVE,10016,2126834100,Turkish,4.72,10016,17206,37805,17952,10016,1627,1927,380
41143475,CERVANTES RESTAURANT,BRONX,536,EAST  138 STREET,10454,7182928865,Mexican,2.86,10454,9668,20380,15524,10454,3369,8002,1755
41419478,CARLOS AND GABBY'S,QUEENS,6711,MAIN STREET,11367,7185758226,Jewish/Kosher,4.59,11367,13068,16725,12186,11367,2599,4377,1438
50053094,HAN PALACE RESTAURANT,MANHATTAN,39,E BROADWAY,10002,2122333359,Chinese,4.29,10002,17772,55098,23339,10002,5662,12238,2615
50008169,ROOM 55,QUEENS,7501,88TH ST,11385,7188970055,American,2.10,11385,43702,55573,40878,11385,5201,9039,2357
50043349,NEW NEIGHBOR CHINESE RESTAURANT,BROOKLYN,1404,CORTELYOU RD,11226,7188260808,Chinese,2.89,11226,38367,89604,87491,11226,12093,19121,5356
40537963,NEW RUAN'S RESTAURANT,BROOKLYN,1955,86 STREET,11214,7182668888,Chinese,2.94,11214,28725,34128,30921,11214,3696,6671,1724
50008064,J & LEE'S DELI,BRONX,214,E 188TH ST,10458,7182953158,Delicatessen,2.72,10458,24949,61284,72440,10458,7728,15917,3115
50058818,Harlem Coffee Co.,MANHATTAN,151,LENOX AVE,10026,8563326405,CafÃƒÂ©/Coffee/Tea,3.00,10026,9130,31831,18525,10026,8412,19701,3828
40394357,ABITINO'S PIZZA,MANHATTAN,733,2 AVENUE,10016,2126611919,Pizza,3.55,10016,17206,37805,17952,10016,1627,1927,380
50041619,IRIE CARIBBEAN KITCHEN & BAKERY,BROOKLYN,126,UTICA AVE,11213,3472953628,Caribbean,3.70,11213,24989,51652,52123,11213,9044,14358,3901
50004934,RICHI RICH PALACE,QUEENS,11017,ATLANTIC AVE,11418,7188057100,Asian,2.50,11418,17264,21654,13487,11418,2492,4009,1072
41702558,MAR Y TIERRA RESTAURANT & LOUNGE,BRONX,3236,BAINBRIDGE AVENUE,10467,7186557764,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.61,10467,34702,72819,75119,10467,9220,19121,4239
40364681,TOWNE CAFE,BROOKLYN,2602,EAST   15 STREET,11235,5162419888,American,3.00,11235,29988,43011,35274,11235,4186,6661,1456
41696014,NOISETTE CAFE,QUEENS,2421,STEINWAY STREET,11103,7184406450,Bakery,2.25,11103,14257,23041,13189,11103,3508,7108,1682
41709409,BARZINHO,MANHATTAN,48,HESTER STREET,10002,9176356911,Brazilian,2.60,10002,17772,55098,23339,10002,5662,12238,2615
40576150,FELICE 64 WINE BAR,MANHATTAN,1166,1 AVENUE,10065,2125932223,Italian,4.00,10065,7665,16853,8527,NULL,NULL,NULL,NULL
50052649,WING EXPRESS,STATEN ISLAND,610,RICHMOND RD,10304,7187201950,Chinese,1.92,10304,18812,25821,14332,10304,2611,6189,2152
50001754,RINCON LATINO RESTAURANT,BRONX,4360,WHITE PLAINS ROAD,10466,9292223241,Spanish,2.62,10466,28913,39211,33879,10466,5928,11107,2815
41218543,PLAKA ESTIATORIO,QUEENS,7561,31 AVENUE,11370,7185050515,Greek,3.22,11370,10620,10718,6797,11370,2403,3835,914
41015818,BOZU,BROOKLYN,296,GRAND STREET,11211,7183847770,Japanese,2.84,11211,22333,55262,23791,11211,4413,7125,1361
50046685,LOMA COFFEE SHOP & RESTAURANT,BROOKLYN,454,ROCKAWAY AVE,11212,3474425774,Spanish,3.69,11212,27280,48279,46174,11212,14366,23375,6899
50008146,KING GARDEN CHINESE RESTAURANT,QUEENS,4306,34TH AVE,11101,7184723766,Chinese,1.97,11101,22868,32955,19403,11101,1606,2990,801
50017814,MAX'S DELI & COFFEE SHOP,BROOKLYN,2623,ATLANTIC AVE,11207,9179668200,Delicatessen,3.72,11207,43159,65420,49087,11207,13368,21330,5045
50054986,EL KHAYAM CAFE,QUEENS,2572,STEINWAY ST,11103,6467174959,CafÃƒÂ©/Coffee/Tea,3.65,11103,14257,23041,13189,11103,3508,7108,1682
41569094,TRATTORIA CERBONE,QUEENS,7124,FRESH POND ROAD,11385,7183864400,Italian,3.47,11385,43702,55573,40878,11385,5201,9039,2357
50000768,"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",QUEENS,NULL,JFK INTERNATIONAL AIRPORT,11430,7187514769,American,4.79,11430,968,1051,2268,11430,1,10,NULL
41067497,LIC Bagels,QUEENS,3108,36 AVENUE,11106,7183619500,Mexican,1.90,11106,13342,23979,12534,11106,3724,6901,1868
41693597,EMPIRE TAVERN,QUEENS,0,LAGUARDIA AIRPOT,11371,7186566210,American,3.04,11371,125,42,136,11371,243,655,54
41663390,SUM HING CHINESE RESTAURANT,MANHATTAN,1520,AMSTEREDAM AVE,10031,2129265000,Chinese,2.92,10031,20135,65284,50735,10031,4215,10713,2310
50052439,BRUNSWICK,BROOKLYN,240,PROSPECT PARK W,11215,7187881237,CafÃƒÂ©/Coffee/Tea,3.29,11215,27151,41462,26252,11215,3480,5937,1505
40525625,THE BRAS & PAIL BAR,BROOKLYN,2123,AVENUE Z,11235,7186469238,American,3.93,11235,29988,43011,35274,11235,4186,6661,1456
41217194,LIBERTY RESTAURANT,QUEENS,12916,LIBERTY AVENUE,11419,7183234285,Chinese,2.65,11419,21573,36338,17441,11419,4037,5467,1836
41365301,SLAVYANSKIY BAZAR,BROOKLYN,2013,CONEY ISLAND AVENUE,11223,7187086601,Russian,2.16,11223,23794,32817,28887,11223,5405,8406,2159
40388260,AMNON KOSHER PIZZA,BROOKLYN,4814,13 AVENUE,11219,7188511759,Jewish/Kosher,4.27,11219,24247,29981,25551,11219,3448,5903,1395
40377124,JP'S WATERSIDE RESTAURANT,BRONX,703,MINNIEFORD AVE,10464,7188853364,Seafood,2.91,10464,3889,5168,3407,10464,246,592,193
40718574,WINDFALL,MANHATTAN,23,WEST   39 STREET,10018,2128694606,American,2.28,10018,9762,12889,7449,10018,3620,6643,772
40402428,DOWN TOWN ASSOCIATION,MANHATTAN,60,PINE STREET,10005,2124221982,American,3.87,10005,3016,6846,2062,10005,NULL,5,NULL
50010479,WENDY'S,MANHATTAN,650,BROADWAY,10012,2126745404,American,3.80,10012,10105,29161,12322,10012,8117,15340,1736
50046158,ZEST SZECHUAN,MANHATTAN,45,W 39TH ST,10018,2122210260,Chinese,4.53,10018,9762,12889,7449,10018,3620,6643,772
50015746,PUNTO CIBAENO RESTAURANT,QUEENS,16405,89TH AVE,11432,7182973144,Spanish,2.42,11432,20619,30671,21030,11432,3251,5167,1343
50033283,MAIELLA,QUEENS,4610,CENTER BLVD,11109,7186061770,Italian,2.72,11109,266,708,518,11109,818,1426,367
41331156,ROOM MATE GRACE HOTEL,MANHATTAN,125,WEST   45 STREET,10036,2123542323,American,3.33,10036,18034,32494,18650,10036,3549,5802,1176
41609832,ISLAND BURGERS & SHAKES,MANHATTAN,422,AMSTERDAM AVENUE,10024,2128777934,Hamburgers,4.70,10024,12893,30900,18401,10024,3894,6985,1801
41224938,LINE BAGELS,BROOKLYN,476,SMITH STREET,11231,7184220001,Delicatessen,1.99,11231,15117,21170,12888,11231,2594,4832,1066
41408361,BEKY BAKERY AND COFFEE SHOP,QUEENS,3778,103 STREET,11368,7183970329,Spanish,2.97,11368,35645,39163,23852,11368,4432,7906,1350
41067996,DINO'S PIZZA,BRONX,5660,MOSHOLU AVENUE,10471,7187960456,Pizza,4.58,10471,8412,8400,6424,10471,1178,2058,368
41478688,PULI BROTHERS II,BROOKLYN,240,KINGS HIGHWAY,11223,7183732565,Mexican,3.84,11223,23794,32817,28887,11223,5405,8406,2159
40527001,ISLAND BURGERS AND SHAKES,MANHATTAN,766,NINTH AVENUE,10019,2123077934,Hamburgers,4.22,10019,20865,40648,22968,10019,1559,2764,958
41060830,CHIPICHAPE COLOMBIAN BAKERY,QUEENS,4553,45 STREET,11377,3472176004,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.80,11377,30074,37456,25814,11377,2962,4506,1293
41713066,KASHKAVAL GARDEN,MANHATTAN,852,9 AVENUE,10019,2122451758,Mediterranean,2.20,10019,20865,40648,22968,10019,1559,2764,958
41200687,PLANET WINGS,STATEN ISLAND,2211,HYLAN BOULEVARD,10306,7186689464,Chicken,4.14,10306,26519,27945,18377,10306,2302,5891,2107
41475175,CAFE VIA ESPRESSO,QUEENS,2409,STEINWAY STREET,11103,7185453290,CafÃƒÂ©/Coffee/Tea,3.84,11103,14257,23041,13189,11103,3508,7108,1682
40395774,CARUSO PIZZERIA & RESTAURANT,BROOKLYN,150,SMITH STREET,11201,7187972300,Pizza/Italian,4.44,11201,21622,39434,20108,11201,3064,6039,1652
41653309,EL GRAN SABOR RESTAURANT,QUEENS,10408,37TH AVE,11368,7185655755,Spanish,4.65,11368,35645,39163,23852,11368,4432,7906,1350
41261564,ALLURE,QUEENS,3302,QUEENS BOULEVARD,11101,7184334500,American,4.16,11101,22868,32955,19403,11101,1606,2990,801
40587698,STARBUCKS,MANHATTAN,540,COLUMBUS AVENUE,10024,2124964163,CafÃƒÂ©/Coffee/Tea,4.74,10024,12893,30900,18401,10024,3894,6985,1801
50067236,AMERICAN RETRO BAR & GRILL,MANHATTAN,714,11TH AVE,10019,2122452203,American,3.78,10019,20865,40648,22968,10019,1559,2764,958
41120866,LA ESQUINA ''THE CORNER'',MANHATTAN,106,KENMARE STREET,10012,6468799781,Mexican,2.89,10012,10105,29161,12322,10012,8117,15340,1736
